행정동코드,시도명,시군구명,읍면동명,생성일자,말소일자
1121578000,서울특별시,광진구,능동,19950301,
1121581000,서울특별시,광진구,광장동,19950301,
1121582000,서울특별시,광진구,자양제1동,19950301,
1121583000,서울특별시,광진구,자양제2동,19950301,
1121584000,서울특별시,광진구,자양제3동,19950301,
1121584500,서울특별시,광진구,노유제1동,19950301,20080101
1121584600,서울특별시,광진구,노유제2동,19950301,20080101
1121584700,서울특별시,광진구,자양제4동,20080101,
1121585000,서울특별시,광진구,구의제1동,19950301,
1121586000,서울특별시,광진구,구의제2동,19950301,
1121587000,서울특별시,광진구,구의제3동,19950301,
1123000000,서울특별시,동대문구,,19880423,
1123051000,서울특별시,동대문구,신설동,19880423,20090504
1123052000,서울특별시,동대문구,용두제1동,19880423,20080811
1123053000,서울특별시,동대문구,용두제2동,19880423,20080811
1123053500,서울특별시,동대문구,용두동,19880423,20090504
1123053600,서울특별시,동대문구,용신동,20090504,
1123054000,서울특별시,동대문구,제기제1동,19880423,20090504
1123054500,서울특별시,동대문구,제기동,20090504,
1123055000,서울특별시,동대문구,제기제2동,19880423,20090504
1123056000,서울특별시,동대문구,전농제1동,19880423,
1123057000,서울특별시,동대문구,전농제2동,19880423,
1123058000,서울특별시,동대문구,전농제3동,19880423,20090504
1123059000,서울특별시,동대문구,전농제4동,19880423,20080811
1123060000,서울특별시,동대문구,답십리제1동,19880423,
1123061000,서울특별시,동대문구,답십리제2동,19880423,
1123062000,서울특별시,동대문구,답십리제3동,19880423,20090504
1123063000,서울특별시,동대문구,답십리제4동,19880423,20090504
1123064000,서울특별시,동대문구,답십리제5동,19880423,20080811
1123065000,서울특별시,동대문구,장안제1동,19880423,
1123066000,서울특별시,동대문구,장안제2동,19880423,
1123067000,서울특별시,동대문구,장안제3동,19880423,20090504
1123068000,서울특별시,동대문구,장안제4동,19880423,20090504
1123069000,서울특별시,동대문구,청량리제1동,19880423,20080811
1123070000,서울특별시,동대문구,청량리제2동,19880423,20080811
1123070500,서울특별시,동대문구,청량리동,20080811,
1123071000,서울특별시,동대문구,회기동,19880423,
1123072000,서울특별시,동대문구,휘경제1동,19880423,
1123073000,서울특별시,동대문구,휘경제2동,19880423,
1123074000,서울특별시,동대문구,이문제1동,19880423,
1123075000,서울특별시,동대문구,이문제2동,19880423,
1123076000,서울특별시,동대문구,이문제3동,19880423,20090504
1126000000,서울특별시,중랑구,,19880423,
1126051000,서울특별시,중랑구,면목제1동,19880423,20080101
1126052000,서울특별시,중랑구,면목제2동,19880423,
1126053000,서울특별시,중랑구,면목제3동,19880423,20080101
1126054000,서울특별시,중랑구,면목제4동,19880423,
1126055000,서울특별시,중랑구,면목제5동,19880423,
1126056000,서울특별시,중랑구,면목제6동,19880423,20080101
1126056500,서울특별시,중랑구,면목본동,20080101,
1126057000,서울특별시,중랑구,면목제7동,19880423,
1126057100,서울특별시,중랑구,면목제8동,19920701,20080101
1126057500,서울특별시,중랑구,면목제3.8동,20080101,
1126058000,서울특별시,중랑구,상봉제1동,19880423,
1126059000,서울특별시,중랑구,상봉제2동,19880423,
1126060000,서울특별시,중랑구,중화제1동,19880423,
1126061000,서울특별시,중랑구,중화제2동,19880423,
1126061100,서울특별시,중랑구,중화제3동,19890601,20080101
1126062000,서울특별시,중랑구,묵제1동,19880423,
1126063000,서울특별시,중랑구,묵제2동,19880423,
1126064000,서울특별시,중랑구,망우제1동,19880423,20080101
1126065000,서울특별시,중랑구,망우제2동,19880423,20080101
1126065500,서울특별시,중랑구,망우본동,20080101,
1126066000,서울특별시,중랑구,망우제3동,19880423,
1126067000,서울특별시,중랑구,신내동,19880423,19960301
1126068000,서울특별시,중랑구,신내1동,19960301,
1126069000,서울특별시,중랑구,신내2동,19960301,
1129000000,서울특별시,성북구,,19880423,
1129051000,서울특별시,성북구,성북제1동,19880423,20071230
1129052000,서울특별시,성북구,성북제2동,19880423,20071230
1129052500,서울특별시,성북구,성북동,20071230,
1129053000,서울특별시,성북구,동소문동,19880423,20071230
1129054000,서울특별시,성북구,삼선제1동,19880423,20071230
1129055000,서울특별시,성북구,삼선제2동,19880423,20071230
1129055500,서울특별시,성북구,삼선동,20071230,
1129056000,서울특별시,성북구,동선제1동,19880423,20071230
1129057000,서울특별시,성북구,동선제2동,19880423,20071230
1129057500,서울특별시,성북구,동선동,20071230,
1129058000,서울특별시,성북구,돈암제1동,19880423,
1129059000,서울특별시,성북구,돈암제2동,19880423,
1129060000,서울특별시,성북구,안암동,19880423,
1129061000,서울특별시,성북구,보문동,19880423,
1129062000,서울특별시,성북구,정릉제1동,19880423,
1129063000,서울특별시,성북구,정릉제2동,19880423,
1129064000,서울특별시,성북구,정릉제3동,19880423,
1129065000,서울특별시,성북구,정릉제4동,19880423,
1129066000,서울특별시,성북구,길음제1동,19880423,
1129067000,서울특별시,성북구,길음제2동,19880423,20071230
1129068000,서울특별시,성북구,길음제3동,19880423,20071230
1129068500,서울특별시,성북구,길음제2동,20071230,
1129069000,서울특별시,성북구,종암제1동,19880423,20071230
1129070000,서울특별시,성북구,종암제2동,19880423,20071230
1129070500,서울특별시,성북구,종암동,20071230,
1129071000,서울특별시,성북구,하월곡제1동,19880423,19890427
1129071500,서울특별시,성북구,월곡제1동,19890427,
1129072000,서울특별시,성북구,하월곡제2동,19880423,19890427
1129072500,서울특별시,성북구,월곡제2동,19890427,
1129073000,서울특별시,성북구,하월곡제3동,19880423,19890427
1129073500,서울특별시,성북구,월곡제3동,19890427,20071230
1129074000,서울특별시,성북구,하월곡제4동,19880423,19890427
1129074500,서울특별시,성북구,월곡제4동,19890427,20071230
1129075000,서울특별시,성북구,상월곡동,19880423,20071230
1129076000,서울특별시,성북구,장위제1동,19880423,
1129077000,서울특별시,성북구,장위제2동,19880423,
1129078000,서울특별시,성북구,장위제3동,19880423,
1129079000,서울특별시,성북구,석관제1동,19880423,20071230
1129080000,서울특별시,성북구,석관제2동,19880423,20071230
1129081000,서울특별시,성북구,석관동,20071230,
1130500000,서울특별시,강북구,,19950301,
1130553100,서울특별시,강북구,미아제1동,19950301,20080630
1130553200,서울특별시,강북구,미아제2동,19950301,20080630
1130553300,서울특별시,강북구,미아제3동,19950301,20080630
1130553400,서울특별시,강북구,삼양동,20080630,
1130553500,서울특별시,강북구,미아동,20080630,
1130554000,서울특별시,강북구,미아제4동,19950301,20080630
1130554500,서울특별시,강북구,송중동,20080630,
1130555000,서울특별시,강북구,미아제5동,19950301,20080630
1130555500,서울특별시,강북구,송천동,20080630,
1130556000,서울특별시,강북구,미아제6동,19950301,19980928
1130556500,서울특별시,강북구,미아제6.7동,19980928,20080630
1130557000,서울특별시,강북구,미아제7동,19950301,19980928
1130557500,서울특별시,강북구,삼각산동,20080630,
1130558000,서울특별시,강북구,미아제8동,19950301,20080630
1130558100,서울특별시,강북구,미아제9동,19950301,20080630
1130559000,서울특별시,강북구,번제1동,19950301,20190101
1130559500,서울특별시,강북구,번1동,20190101,
1130560000,서울특별시,강북구,번제2동,19950301,20190101
1130560300,서울특별시,강북구,번2동,20190101,
1130560600,서울특별시,강북구,번제3동,19950301,20190101
1130560800,서울특별시,강북구,번3동,20190101,
1130561000,서울특별시,강북구,수유제1동,19950301,20190101
1130561500,서울특별시,강북구,수유1동,20190101,
1130562000,서울특별시,강북구,수유제2동,19950301,20190101
1130562500,서울특별시,강북구,수유2동,20190101,
1130563000,서울특별시,강북구,수유제3동,19950301,20190101
1130563500,서울특별시,강북구,수유3동,20190101,
1130564000,서울특별시,강북구,수유제4동,19950301,20080630
1130564500,서울특별시,강북구,우이동,20080630,
1130565000,서울특별시,강북구,수유제5동,19950301,20080630
1130565100,서울특별시,강북구,수유제6동,19950301,20080630
1130566000,서울특별시,강북구,인수동,20080630,
1132000000,서울특별시,도봉구,,19880423,
1132051100,서울특별시,도봉구,창제1동,19890101,
1132051200,서울특별시,도봉구,창제2동,19890101,
1132051300,서울특별시,도봉구,창제3동,19890101,
1132051400,서울특별시,도봉구,창제4동,19890101,
1132051500,서울특별시,도봉구,창제5동,19910907,
1132052100,서울특별시,도봉구,도봉제1동,19890101,
1132052200,서울특별시,도봉구,도봉제2동,19890101,
1132053100,서울특별시,도봉구,미아제1동,19890101,19950301
1132053200,서울특별시,도봉구,미아제2동,19890101,19950301
1132053300,서울특별시,도봉구,미아제3동,19890101,19950301
1132054000,서울특별시,도봉구,미아제4동,19880423,19950301
1132055000,서울특별시,도봉구,미아제5동,19880423,19950301
1132056000,서울특별시,도봉구,미아제6동,19880423,19950301
1132057000,서울특별시,도봉구,미아제7동,19880423,19950301
1132058000,서울특별시,도봉구,미아제8동,19880423,19950301
1132058100,서울특별시,도봉구,미아제9동,19910907,19950301
1132059000,서울특별시,도봉구,번제1동,19880423,19950301
1132060000,서울특별시,도봉구,번제2동,19880423,19950301
1132060500,서울특별시,도봉구,번제2동분소,19910603,19920701
1132060600,서울특별시,도봉구,번제3동,19910907,19950301
1132061000,서울특별시,도봉구,수유제1동,19880423,19950301
1132062000,서울특별시,도봉구,수유제2동,19880423,19950301
1132063000,서울특별시,도봉구,수유제3동,19880423,19950301
1132064000,서울특별시,도봉구,수유제4동,19880423,19950301
1132065000,서울특별시,도봉구,수유제5동,19880423,19950301
1132065100,서울특별시,도봉구,수유제6동,19941101,19950301
1132066000,서울특별시,도봉구,쌍문제1동,19880423,
1132067000,서울특별시,도봉구,쌍문제2동,19880423,
1132068000,서울특별시,도봉구,쌍문제3동,19880423,
1132068100,서울특별시,도봉구,쌍문제4동,19910907,
1132069000,서울특별시,도봉구,방학제1동,19880423,
1132070000,서울특별시,도봉구,방학제2동,19880423,
1132071000,서울특별시,도봉구,방학제3동,19880701,
1132072000,서울특별시,도봉구,방학제4동,19941101,20080218
1135000000,서울특별시,노원구,,19880423,
1135051000,서울특별시,노원구,도봉제1동,19880423,19881231
1135052000,서울특별시,노원구,도봉제2동,19880423,19881231
1135053000,서울특별시,노원구,창제1동,19880423,19881231
1135054000,서울특별시,노원구,창제2동,19880423,19881231
1135055000,서울특별시,노원구,창제3동,19880423,19881231
1135056000,서울특별시,노원구,월계1동,19880423,
1135057000,서울특별시,노원구,월계2동,19880423,
1135057500,서울특별시,노원구,월계제2동분소,19931206,19941101
1135058000,서울특별시,노원구,월계3동,19880501,
1135058100,서울특별시,노원구,월계4동,19941101,20090101
1135059000,서울특별시,노원구,공릉제1동,19880423,20080101
1135059100,서울특별시,노원구,공릉제1동분소,19951127,19961001
1135059500,서울특별시,노원구,공릉1동,20110623,
1135060000,서울특별시,노원구,공릉2동,19880423,
1135060100,서울특별시,노원구,공릉제3동,19961001,20080101
1135060500,서울특별시,노원구,공릉1.3동,20080101,20110623
1135061000,서울특별시,노원구,하계동,19880423,19910806
1135061100,서울특별시,노원구,하계1동,19890901,
1135061200,서울특별시,노원구,하계2동,19890901,
1135061900,서울특별시,노원구,중계본동,19920701,
1135062000,서울특별시,노원구,중계동,19880423,19910806
1135062100,서울특별시,노원구,중계1동,19890901,
1135062200,서울특별시,노원구,중계2동,19890901,20090101
1135062300,서울특별시,노원구,중계3동,19910907,20090101
1135062400,서울특별시,노원구,중계4동,19920701,
1135062500,서울특별시,노원구,중계2.3동,20090101,
1135063000,서울특별시,노원구,상계1동,19880423,
1135063500,서울특별시,노원구,상계제1동분소,19880423,19910806
1135064000,서울특별시,노원구,상계2동,19880423,
1135065000,서울특별시,노원구,상계제3동,19880423,20080101
1135066000,서울특별시,노원구,상계제4동,19880423,20080101
1135066500,서울특별시,노원구,상계3.4동,20080101,
1135067000,서울특별시,노원구,상계5동,19880423,
1135068000,서울특별시,노원구,상계제6동,19880501,20080101
1135069000,서울특별시,노원구,상계제7동,19880501,20080101
1135069500,서울특별시,노원구,상계6.7동,20080101,
1135070000,서울특별시,노원구,상계8동,19890601,
1135071000,서울특별시,노원구,상계9동,19890901,
1135072000,서울특별시,노원구,상계10동,19890901,
1138000000,서울특별시,은평구,,19880423,
1138051000,서울특별시,은평구,녹번동,19880423,
1138052000,서울특별시,은평구,불광제1동,19880423,
1138053000,서울특별시,은평구,불광제2동,19880423,
1138054000,서울특별시,은평구,불광제3동,19880423,20080602
1138055000,서울특별시,은평구,갈현동,19880423,19890531
1138055100,서울특별시,은평구,갈현제1동,19890601,
1138055200,서울특별시,은평구,갈현제2동,19890601,
1138056000,서울특별시,은평구,구산동,19880423,
1138057000,서울특별시,은평구,대조동,19880423,
1138058000,서울특별시,은평구,응암제1동,19880423,
1138059000,서울특별시,은평구,응암제2동,19880423,
1138060000,서울특별시,은평구,응암제3동,19880423,
1138061000,서울특별시,은평구,역촌제1동,19880423,20080602
1138062000,서울특별시,은평구,역촌제2동,19880423,20080602
1138062500,서울특별시,은평구,역촌동,20080602,
1138063000,서울특별시,은평구,신사동,19880423,19910806
1138063100,서울특별시,은평구,신사제1동,19890901,
1138063200,서울특별시,은평구,신사제2동,19890901,
1138064000,서울특별시,은평구,증산동,19880423,
1138065000,서울특별시,은평구,수색동,19880423,
1138066000,서울특별시,은평구,진관내동,19880423,20070813
1138067000,서울특별시,은평구,진관외동,19880423,20070813
1138068000,서울특별시,은평구,응암제4동,19880501,20080602
1138069000,서울특별시,은평구,진관동,20070813,
1141000000,서울특별시,서대문구,,19880423,
1141051000,서울특별시,서대문구,충정로동,19880423,20080506
1141052000,서울특별시,서대문구,천연동,19981001,
1141053000,서울특별시,서대문구,현저동,19880423,19981001
1141054000,서울특별시,서대문구,북아현제1동,19880423,20080506
1141055000,서울특별시,서대문구,북아현제2동,19880423,20080506
1141055500,서울특별시,서대문구,북아현동,20080506,
1141056000,서울특별시,서대문구,북아현제3동,19880423,20080506
1141056500,서울특별시,서대문구,충현동,20080506,
1141057000,서울특별시,서대문구,대신동,19880423,20080506
1141058000,서울특별시,서대문구,창천동,19880423,20080506
1141058500,서울특별시,서대문구,신촌동,20080506,
1141059000,서울특별시,서대문구,연희제1동,19880423,20080506
1141060000,서울특별시,서대문구,연희제2동,19880423,20080506
1141061000,서울특별시,서대문구,연희제3동,19880423,20080506
1141061500,서울특별시,서대문구,연희동,20080506,
1141062000,서울특별시,서대문구,홍제제1동,19880423,
1141063000,서울특별시,서대문구,홍제제2동,19880423,20080506
1141064000,서울특별시,서대문구,홍제제3동,19880423,
1141065000,서울특별시,서대문구,홍제제4동,19880423,20080506
1141065500,서울특별시,서대문구,홍제제2동,20080506,
1141066000,서울특별시,서대문구,홍은제1동,19880423,
1141067000,서울특별시,서대문구,홍은제2동,19880423,20080506
1141068000,서울특별시,서대문구,홍은제3동,19880423,20080506
1141068500,서울특별시,서대문구,홍은제2동,20080506,
1141069000,서울특별시,서대문구,남가좌제1동,19880423,
1141070000,서울특별시,서대문구,남가좌제2동,19880423,
1141071000,서울특별시,서대문구,북가좌제1동,19880423,
1141072000,서울특별시,서대문구,북가좌제2동,19880423,
1144000000,서울특별시,마포구,,19880423,
1144051000,서울특별시,마포구,아현제1동,19880423,20080107
1144052000,서울특별시,마포구,아현제2동,19880423,20080107
1144053000,서울특별시,마포구,아현제3동,19880423,20070101
1144054000,서울특별시,마포구,공덕제1동,19880423,20080107
1144055000,서울특별시,마포구,공덕제2동,19880423,20080107
1144055500,서울특별시,마포구,아현동,20080107,
1144056000,서울특별시,마포구,신공덕동,19880423,20080107
1144056500,서울특별시,마포구,공덕동,20080107,
1144057000,서울특별시,마포구,도화제1동,19880423,20070101
1144058000,서울특별시,마포구,도화제2동,19880423,20070101
1144058500,서울특별시,마포구,도화동,20070101,
1144059000,서울특별시,마포구,용강동,19880423,
1144060000,서울특별시,마포구,대흥동,19880423,
1144061000,서울특별시,마포구,염리동,19880423,
1144062000,서울특별시,마포구,노고산동,19880423,20070101
1144063000,서울특별시,마포구,신수동,19880423,
1144064000,서울특별시,마포구,창전동,19880423,20070101
1144065000,서울특별시,마포구,상수동,19880423,20070101
1144065500,서울특별시,마포구,서강동,20070101,
1144066000,서울특별시,마포구,서교동,19880423,
1144067000,서울특별시,마포구,동교동,19880423,20080107
1144068000,서울특별시,마포구,합정동,19880423,
1144069000,서울특별시,마포구,망원제1동,19880423,
1144070000,서울특별시,마포구,망원제2동,19880423,
1144071000,서울특별시,마포구,연남동,19880423,
1144072000,서울특별시,마포구,성산제1동,19880423,
1144073000,서울특별시,마포구,성산제2동,19880423,
1144074000,서울특별시,마포구,상암동,19880423,
1147000000,서울특별시,양천구,,19880423,
1147051000,서울특별시,양천구,목1동,19880423,
1147052000,서울특별시,양천구,목2동,19880423,
1147053000,서울특별시,양천구,목3동,19880423,
1147054000,서울특별시,양천구,목4동,19880423,
1147055000,서울특별시,양천구,목5동,19880701,
1147055100,서울특별시,양천구,목제6동,19880423,20080701
1147056000,서울특별시,양천구,신월1동,19880423,
1147057000,서울특별시,양천구,신월2동,19880423,
1147058000,서울특별시,양천구,신월3동,19880423,
1147059000,서울특별시,양천구,신월4동,19880423,
1147059500,서울특별시,양천구,신월제4동분소,19880423,19890531
1147060000,서울특별시,양천구,신월5동,19880423,
1147061000,서울특별시,양천구,신월6동,19880423,
1147061100,서울특별시,양천구,신월7동,19890601,
1147062000,서울특별시,양천구,신정1동,19880423,
1147063000,서울특별시,양천구,신정2동,19880423,
1147064000,서울특별시,양천구,신정3동,19880423,
1147065000,서울특별시,양천구,신정4동,19880423,
1147066000,서울특별시,양천구,신정제5동,19880423,20080701
1147067000,서울특별시,양천구,신정6동,19880701,
1147068000,서울특별시,양천구,신정7동,19890901,
1150000000,서울특별시,강서구,,19880423,
1150051000,서울특별시,강서구,염창동,19880423,
1150052000,서울특별시,강서구,등촌제1동,19880423,
1150052100,서울특별시,강서구,등촌1동민원분소,19950515,19951201
1150053000,서울특별시,강서구,등촌제2동,19880423,
1150053500,서울특별시,강서구,등촌제3동,19951201,
1150054000,서울특별시,강서구,화곡제1동,19880423,
1150055000,서울특별시,강서구,화곡제2동,19880423,
1150056000,서울특별시,강서구,화곡제3동,19880423,
1150057000,서울특별시,강서구,화곡제4동,19880423,
1150058000,서울특별시,강서구,화곡제5동,19880423,20080825
1150059000,서울특별시,강서구,화곡본동,19880423,
1150059100,서울특별시,강서구,화곡제6동,19910907,
1150059200,서울특별시,강서구,화곡제7동,19910907,20080825
1150059300,서울특별시,강서구,화곡제8동,19910907,
1150060000,서울특별시,강서구,가양동,19880423,19930401
1150060100,서울특별시,강서구,가양동제1분소,19921001,19930401
1150060200,서울특별시,강서구,가양동제2분소,19921101,19930401
1150060300,서울특별시,강서구,가양제1동,19930401,
1150060400,서울특별시,강서구,가양제2동,19930401,
1150060500,서울특별시,강서구,가양제3동,19930401,
1150061000,서울특별시,강서구,발산동,19880423,19910806
1150061100,서울특별시,강서구,발산제1동,19890901,
1150061200,서울특별시,강서구,발산제2동,19890901,20080825
1150061500,서울특별시,강서구,우장산동,20080825,
1150062000,서울특별시,강서구,공항동,19880423,
1150063000,서울특별시,강서구,방화제1동,19880423,
1150063100,서울특별시,강서구,방화제1동분소,19940607,19941101
1150064000,서울특별시,강서구,방화제2동,19880423,
1150064100,서울특별시,강서구,방화제3동,19941101,
1150065000,서울특별시,강서구,과해동,19880423,19981201
1153000000,서울특별시,구로구,,19880423,
1153051000,서울특별시,구로구,신도림동,19880423,
1153052000,서울특별시,구로구,구로제1동,19880423,
1153052500,서울특별시,구로구,구로제1동분소,19880423,19920701
1153053000,서울특별시,구로구,구로제2동,19880423,
1153054000,서울특별시,구로구,구로제3동,19880423,
1153054500,서울특별시,구로구,구로제3동분소,19911204,20080901
1153055000,서울특별시,구로구,구로제4동,19880423,
1153056000,서울특별시,구로구,구로제5동,19880423,
1153056500,서울특별시,구로구,구로본동,19910907,20081229
1153057000,서울특별시,구로구,구로제6동,19880423,20080501
1153058000,서울특별시,구로구,가리봉제1동,19880423,20080501
1153059000,서울특별시,구로구,가리봉제2동,19880423,20080501
1153059500,서울특별시,구로구,가리봉동,20080501,
1153060000,서울특별시,구로구,가리봉제3동,19880423,19950301
1153061000,서울특별시,구로구,독산제1동,19880423,19950301
1153061500,서울특별시,구로구,독산제1동분소,19911204,19950301
1153062000,서울특별시,구로구,독산제2동,19880423,19950301
1153063000,서울특별시,구로구,독산제3동,19880423,19950301
1153064000,서울특별시,구로구,독산제4동,19880423,19950301
1153065000,서울특별시,구로구,독산본동,19880423,19950301
1153066000,서울특별시,구로구,시흥본동,19880423,19950301
1153067000,서울특별시,구로구,시흥제1동,19880423,19950301
1153068000,서울특별시,구로구,시흥제2동,19880423,19950301
1153069000,서울특별시,구로구,시흥제3동,19880423,19950301
1153070000,서울특별시,구로구,시흥제4동,19880423,19950301
1153071000,서울특별시,구로구,시흥제5동,19880423,19950301
1153072000,서울특별시,구로구,고척제1동,19880423,
1153073000,서울특별시,구로구,고척제2동,19880423,
1153074000,서울특별시,구로구,개봉제1동,19880423,
1153075000,서울특별시,구로구,개봉제2동,19880423,
1153076000,서울특별시,구로구,개봉제3동,19880423,
1153076500,서울특별시,구로구,개봉본동,19941101,20081229
1153077000,서울특별시,구로구,오류제1동,19880423,
1153078000,서울특별시,구로구,오류제2동,19880423,
1153079000,서울특별시,구로구,수궁동,19880701,
1153080000,서울특별시,구로구,항동,20200101,
1154500000,서울특별시,금천구,,19950301,
1154551000,서울특별시,금천구,가산동,19950301,
