시도교육청코드,시도교육청명,행정구역명,학원교습소명,학원지정번호,학원명,개설일자,등록일자,등록상태명,휴원시작일자,휴원종료일자,정원합계,일시수용능력인원합계,분야명,교습계열명,교습과정목록명,교습과정명,인당수강료,수강료공개여부,기숙사학원여부,도로명주소,도로명상세주소,도로명우편번호,전화번호,수정일자
S10,경상남도교육청,창원시,교습소,3000014314,UNIT수학교습소,20150626,20150626,개원,        ,99991231,50,5,입시.검정 및 보습,보통교과,A-1,보습,"A-1:36000, A-3:110000, A-5:190000, B-1:57000, B-2:110000, B-3:170000, B-4:220000, 중등A:300000, B-5:280000, 중등B:400000, 초등B:200000, 고등A:300000, 초등A:300000, 고등B:400000",Y,N,경상남도 창원시 성산구 가음정로 59,", 제2층 206호 일부 (가음동, 창원 센텀 푸르지오)",51511,null,20250720
S10,경상남도교육청,창원시,교습소,3000017875,WIZ(위즈)수학교습소,20181106,20181106,개원,        ,99991231,48,8,입시.검정 및 보습,보통교과,,보습,"초등수학A(주5회):200000, 초등수학B(주3회):130000, 중등수학A(주3회):200000, 중등수학B(주2회):200000, 고등수학:250000, 수학(초등A):145000, 수학(초등B):240000, 수학(중등A):220000, 수학(중등B):220000, 수학(고등A):270000, 수학(고등B):400000",Y,N,경상남도 창원시 마산회원구 양덕서로 47,", 302호 (양덕동, 메트로스퀘어5)",51317,,20231018
S10,경상남도교육청,창원시,교습소,3000026102,YBM램클래스영어교습소,20231101,20231101,개원,        ,        ,0,0,입시.검정 및 보습,,,, ,Y, ,경상남도 창원시 성산구 외동반림로 206,용지무학상가 2층 23호(용호동),51433,,20231112
S10,경상남도교육청,창원시,교습소,3000026168,YourSun(유어썬)영어교습소,20231207,20231207,개원,        ,        ,0,0,입시.검정 및 보습,,,, ,Y, ,경상남도 창원시 의창구 중동중앙로 47,어반브릭스 TOWER 1308호(중동),51382,,20240303
S10,경상남도교육청,창원시,교습소,3000032132,가고파영어교습소,20241113,20241113,개원,        ,        ,0,8,국제화,외국어,"영어(초등K),초급",외국어,"영어(초등K),초급:180000, 영어(초등A),초급:200000, 영어(초등B),초급:230000, 영어(초등C),고급:230000, 영어(초등D),고급:250000, 영어(초등E),고급:250000",Y, ,경상남도 창원시 마산회원구 양덕서로 30,", 213호(양덕동,메트로시티 136동)",51319,,20250420
S10,경상남도교육청,창원시,교습소,3000016896,가람수학교습소,20171127,20171127,개원,        ,99991231,80,8,입시.검정 및 보습,보통교과,,보습, ,Y,N,경상남도 창원시 마산회원구 양덕로 153,", 마산한일타운2차아파트상가동 201호 (양덕동)",51363,,20231018
S10,경상남도교육청,창원시,교습소,3000020414,가비영어교습소,20211108,20211013,개원,        ,99991231,56,8,입시.검정 및 보습,보통교과,,보습, ,Y,N,경상남도 창원시 마산합포구 월영남로 42,", 401호 (월영동, 대동아파트)",51771,,20231018
S10,경상남도교육청,창원시,교습소,3000019635,가온국어교습소,20201124,20201124,개원,        ,99991231,24,6,입시.검정 및 보습,보통교과,,보습,"초등A:95000, 초등B:110000, 중등A:120000, 중등B:230000, 중등C:350000, 고등A:150000, 고등B:279000, 고등C:419000, 고등BH:270000, 고등CS:400000",Y,N,경상남도 창원시 의창구 원이대로579번길 13,", 상가 119동 116호 (용호동, 용지아이파크)",51437,null,20240121
S10,경상남도교육청,창원시,교습소,3000020797,감계GLE토론하는아이들논술국어교습소,20220224,20220224,개원,        ,99991231,18,9,입시.검정 및 보습,보통교과,논술(초등논술),보통교과,"논술(초등논술):100000, 논술(중등논술):100000",Y,N,경상남도 창원시 의창구 북면 감계로110번길 54-31,", 504호 (북면,드림타워)",51112,,20231018
S10,경상남도교육청,창원시,교습소,3000017213,감계영어교습소,20180222,20180222,개원,        ,99991231,70,7,입시.검정 및 보습,보통교과,영어(초등A),보습,"영어(초등A):110000, 영어(초등B):150000, 영어(초등C):160000, 영어(초등D):210000, 영어(중등A):150000, 영어(중등B):230000, 영어(중등C):260000, 영어(고등A):200000, 영어(고등B):270000, 영어(고등C):350000",Y,N,경상남도 창원시 의창구 북면 감계로 297,", 206호 (북면, 창원 감계지구 휴먼빌아파트 근린생활시설)",51112,055-295-8333,20231018
S10,경상남도교육청,창원시,교습소,3000020434,감계푸르지오점스마트해법수학교습소,20211028,20211028,개원,        ,99991231,27,9,입시.검정 및 보습,보통교과,수학초등,보습,"수학초등:200000, 수학중등:250000, 수학고등:300000",Y,N,경상남도 창원시 의창구 북면 감계로 221,", 푸르지오상가동-1, 101호 (북면, 창원 감계 푸르지오)",51112,,20231018
S10,경상남도교육청,창원시,교습소,3000018806,감계해법영어교습소,20191028,20191028,개원,        ,99991231,35,7,입시.검정 및 보습,보통교과,영어초등(저),보습,"영어초등(저):170000, 영어초등(고):190000, 영어중등(정규):210000, 영어중등(심화):240000, 영어고등:270000",Y,N,경상남도 창원시 의창구 북면 감계로 259,", 근린생활시설동 203호 (북면, 창원 감계 힐스테이트 3차)",51112,,20231018
S10,경상남도교육청,창원시,교습소,3000032054,감스트링스튜디오음악교습소,20241002,20241002,개원,        ,        ,0,9,예능(대),,,, ,Y, ,경상남도 창원시 진해구 해원로 43,", 305호(석동, 진해석동우림필유601동)",51674,,20241006
S10,경상남도교육청,창원시,교습소,3000016709,강남수학교습소,20171011,20171011,개원,        ,99991231,45,9,입시.검정 및 보습,보통교과,수학(초등A),보습,"수학(초등A):150000, 수학(초등B):190000, 수학(중등A):230000, 수학(중등B):300000, 수학(고등):310000",Y,N,경상남도 창원시 진해구 진해대로976번길 6-2,", 1층 (자은동, 유성빌라)",51651,,20231018
S10,경상남도교육청,창원시,교습소,3000011284,강선이피아노교습소,20110530,20110530,개원,        ,99991231,30,5,예능(대),예능(중),,음악,"피아노(초급5회):130000, 피아노(체르니100):140000, 피아노(체르니30):150000, 피아노(체르니40):160000, 피아노(속성반):150000, 피아노중급(주3회):130000, 피아노 초급:140000, 피아노 체르니100:150000, 피아노 체르니30:160000, 피아노 체르니40:170000, 피아노 중급(주4회):140000, 피아노 속성반:170000",Y,N,경상남도 창원시 마산회원구 내서읍 호원로 186,", 10동 404호 일부 (내서읍, 현대아파트)",51245,055-232-2040,20231018
S10,경상남도교육청,창원시,교습소,3000016658,강수학교습소,20170914,20170914,개원,        ,99991231,25,5,입시.검정 및 보습,보통교과,,보습, ,Y,N,경상남도 창원시 마산합포구 진동면 신서촌2길 10-4,", 1층일부 (진동면)",51793,,20231018
S10,경상남도교육청,창원시,교습소,3000020014,강쌤의음악교습소,20210415,20210415,개원,        ,99991231,28,7,예능(대),예능(중),피아노중급2,음악,"피아노중급2:120000, 피아노중급3:110000, 피아노고급1-1:140000, 피아노고급1-2:130000, 피아노고급2-1:150000, 피아노고급2-2:140000, 피아노초급1:120000, 피아노초급2:110000, 피아노초급3:100000, 피아노중급1:130000",Y,N,경상남도 창원시 성산구 대정로 135,", 상가동 3층 313호 (대방동, 대방덕산타운)",51463,null,20240714
S10,경상남도교육청,창원시,교습소,3000010165,강정욱음악교습소,20110404,20110404,개원,        ,99991231,26,4,예능(대),보통교과,,보통교과,"음악(초급과정 주 5회):160000, 음악(초급과정 주3회):140000, 음악(중급과정 주3회):150000, 음악(체르니100중급1 주5회):170000, 음악(체르니30중급2 주5회):180000, 음악(체르니40중급3 주5회):190000, 음악(모짜르트, 베토벤):200000, 음악(입시(중등)):300000, 음악(입시(고등)):500000",Y,N,경상남도 창원시 성산구 원이대로473번길 9,", 주구중심상가동306호 (반림동, 노블파크아파트)",51427,055-263-8857,20250420
S10,경상남도교육청,창원시,교습소,3000020919,강한수학교습소,20220408,20220408,개원,        ,99991231,54,9,입시.검정 및 보습,보통교과,초등 창의력수학,보습,"초등 창의력수학:100000, 초등부:200000, 중등부:260000, 고등부:350000, 중등부 특강:150000, 고등부 특강:250000",Y,N,경상남도 창원시 의창구 북면 감계로 221,", 202호 (북면, 창원감계푸르지오상가동-2)",51112,,20231018
S10,경상남도교육청,창원시,교습소,3000032058,강현수수학교습소,20241002,20241002,개원,        ,        ,0,8,입시.검정 및 보습,,,, ,Y, ,경상남도 창원시 의창구 중동중앙로 47,", 어반브릭스 TOWER 806호(중동)",51382,010-4326-9994,20250727
S10,경상남도교육청,창원시,교습소,3000017272,강혜선음악교습소,20180308,20180308,개원,        ,99991231,48,8,예능(대),예능(중),,음악, ,Y,N,경상남도 창원시 마산합포구 중앙동1길 11,", 101호 (중앙동2가)",51738,,20231018
S10,경상남도교육청,창원시,교습소,3000018243,강희정음악교습소,20190311,20190311,개원,        ,99991231,81,9,예능(대),예능(중), 피아노(베토벤(주5회)),음악," 피아노(베토벤(주5회)):210000, 피아노(베토벤(주3회)) :200000, 피아노(초급(주5회)):170000, 피아노(중급(주5회)):180000, 피아노(고급(주5회)):190000, 피아노(초급(주3회)):160000, 피아노(중급(주3회)):170000, 피아노(고급(주3회)):180000, 피아노(초급(주2회)):140000, 피아노(중급(주2회)):150000, 피아노(고급(주2회)):160000,  피아노(모짜르트(주5회)):200000,  피아노(모짜르트(주3회)):190000",Y,N,경상남도 창원시 성산구 창원천로 34,"(대원동,포레나 대원)포레나 대원 121동 311호",51415,,20250518
S10,경상남도교육청,창원시,교습소,3000018842,개성수학교습소,20191108,20191108,개원,        ,99991231,45,9,입시.검정 및 보습,보통교과,초등,보습,"초등:150000, 중등:230000, 고등:280000, 고등심화:380000, 초등2:100000, 중등2:190000, 초등수학:250000, 중등수학:350000",Y,N,경상남도 창원시 성산구 원이대로473번길 20-8,", 트리비앙아파트주구중심상가1동 301호 (반림동)",51426,,20231018
S10,경상남도교육청,창원시,교습소,3000016284,경북영어교습소,20170426,20170426,개원,        ,99991231,45,9,입시.검정 및 보습,보통교과,,보습, ,Y,N,경상남도 창원시 진해구 충장로 575-3,", 405호 (풍호동, 우성종합상가)",51653,,20231018
S10,경상남도교육청,창원시,교습소,3000019030,고려수학교습소,20200117,20200117,개원,        ,99991231,20,4,입시.검정 및 보습,보통교과,수학(중등A반),보습,"수학(중등A반):250000, 수학(중등B반):170000, 수학(고등반):200000, 수학(초등반):220000, 수학(초등B반):170000",Y,N,경상남도 창원시 성산구 대암로 251,", 상가 303호 일부 (성주동, 프리빌리지아파트)",51471,,20231018
S10,경상남도교육청,창원시,교습소,8726,고운소리피아노교습소,20050524,20050524,개원,        ,99991231,12,4,예능(대),예능(중),피아노,음악, ,Y,N,경상남도 창원시 진해구 경화로 33,"(경화동,문구백화점)",51668,055-542-8711,20231022
